,tlist,y,ydir
0,0.0,1.0,1.0
1,0.10101010101010101,1.0901328100966499,0.7781231618546279
2,0.20202020202020202,1.155984985542164,0.5204309171093331
3,0.30303030303030304,1.194382109598079,0.23649758455411987
4,0.40404040404040403,1.2033370415797258,-0.05999309583953077
5,0.5050505050505051,1.1823714701005648,-0.3532601046232881
6,0.6060606060606061,1.1325963674318738,-0.6280687250185004
7,0.7070707070707071,1.0565269095109606,-0.8722068841134437
8,0.8080808080808081,0.9576873456869702,-1.0780719872675315
9,0.9090909090909091,0.8401166988916571,-1.2430326069498396
10,1.0101010101010102,0.7078960457620018,-1.368694393075331
11,1.1111111111111112,0.5647877815667464,-1.459499605212676
12,1.2121212121212122,0.41402917564017716,-1.5211467753528916
13,1.3131313131313131,0.2582788192920102,-1.5591879808549571
14,1.4141414141414141,0.0996877662316007,-1.5779775155868512
15,1.5151515151515151,-0.05994248459590469,-1.5800001643810844
16,1.6161616161616161,-0.21895171103586725,-1.5655386063031775
17,1.7171717171717171,-0.3755943266663184,-1.5326377548498185
18,1.8181818181818181,-0.5278237081620767,-1.4773604423361404
19,1.9191919191919191,-0.6731184262686308,-1.3943697880939472
20,2.0202020202020203,-0.8083858610304571,-1.2778846493563267
21,2.121212121212121,-0.929981415154897,-1.12300416300747
22,2.2222222222222223,-1.0338753555002922,-0.9272701056042761
23,2.323232323232323,-1.115977115707934,-0.6921547398010307
24,2.4242424242424243,-1.1725868337693186,-0.4240077967330632
25,2.525252525252525,-1.2008949462983787,-0.13399545763204948
26,2.6262626262626263,-1.199413572231742,0.16319360858099333
27,2.727272727272727,-1.1682219731868446,0.4516593237626143
28,2.8282828282828283,-1.1089531876991232,0.7169705500060223
29,2.929292929292929,-1.0245259249346022,0.9483988735578911
30,3.0303030303030303,-0.9187008705557453,1.1400925897366956
31,3.131313131313131,-0.7955810516594731,1.2910222534626836
32,3.2323232323232323,-0.6591701281472627,1.403957768169624
33,3.3333333333333335,-0.513063061677479,1.4839543192353364
34,3.4343434343434343,-0.3602947784733951,1.5368025853389593
35,3.5353535353535355,-0.2033340043611485,1.567737447743286
36,3.6363636363636362,-0.04418898781866083,1.58052064597277
37,3.7373737373737375,0.11541310852493329,1.5768928851350401
38,3.8383838383838382,0.27380812159655904,1.556347938425797
39,3.9393939393939394,0.42916876877414195,1.5161965912112192
40,4.040404040404041,0.5792998174078561,1.4519304786414915
41,4.141414141414141,0.7214869752528783,1.3579299987437714
42,4.242424242424242,0.8524364367464502,1.2285534326262457
43,4.343434343434343,0.9683425552189129,1.0595677527369654
44,4.444444444444445,1.0651100477409632,0.8497301167004444
45,4.545454545454545,1.1387284630738528,0.6021449378090535
46,4.646464646464646,1.1857518111073873,0.3249062233988291
47,4.747474747474747,1.2037886091554642,0.030613614701643574
48,4.848484848484849,1.1918806414648182,-0.26532496081628115
49,4.94949494949495,1.1506631012236097,-0.5472224360735378
50,5.05050505050505,1.0822579066445335,-0.8017273153168364
51,5.151515151515151,0.9899325044792463,-1.0197384221316113
52,5.252525252525253,0.8776224981306789,-1.1971458827329235
53,5.353535353535354,0.7494407784700633,-1.3343937442910494
54,5.454545454545454,0.6092759526267055,-1.43522879706527
55,5.555555555555555,0.4605373767857277,-1.5051289515144102
56,5.656565656565657,0.30605720643472906,-1.5498199088363167
57,5.757575757575758,0.14812743606938733,-1.5741084556144809
58,5.858585858585858,-0.011364475218896117,-1.5810979503547002
59,5.959595959595959,-0.1707390462557597,-1.5717579914323436
60,6.0606060606060606,-0.3283005668010388,-1.544801054028113
61,6.161616161616162,-0.48211497002772424,-1.4968474072200229
62,6.262626262626262,-0.6298197929172146,-1.422902744737135
63,6.363636363636363,-0.7685002153244276,-1.317196821415
64,6.4646464646464645,-0.8946691880961471,-1.174402131050017
65,6.565656565656566,-1.004386911861022,-0.9911482879897102
66,6.666666666666667,-1.0935382856589986,-0.767576596789307
67,6.767676767676767,-1.1582518711815575,-0.5085052660403517
68,6.8686868686868685,-1.1953959644979646,-0.2237150763984136
69,6.96969696969697,-1.2030440242728209,0.07296984070692342
70,7.070707070707071,-1.1807873321090936,0.3657353996973053
71,7.171717171717171,-1.1298037975929243,0.6394313726760678
72,7.2727272727272725,-1.0526619977543255,0.8820220237755141
73,7.373737373737374,-0.9529192002701543,1.0861229378866577
74,7.474747474747475,-0.834625587799573,1.2493095849764642
75,7.575757575757575,-0.7018548145290083,1.3733434787056793
76,7.6767676767676765,-0.5583495096040667,1.4627543684298236
77,7.777777777777778,-0.4073217878812689,1.523261460005863
78,7.878787878787879,-0.25140584820153655,1.5603837214410528
79,7.979797979797979,-0.09273370875979764,1.5784052547570924
80,8.080808080808081,0.0669038803590988,1.5797194457313086
81,8.181818181818182,0.22584772507163084,1.564510042724896
82,8.282828282828282,0.38234342004345384,1.5307279493444836
83,8.383838383838384,0.5343268238980522,1.4743602225903085
84,8.484848484848484,0.6792528974654374,1.3900278471153904
85,8.585858585858587,0.8140035629612182,1.2719580293293362
86,8.686868686868687,0.934912793147306,1.115323042831825
87,8.787878787878787,1.037940332637588,0.9178071867169425
88,8.88888888888889,1.1190025408233624,0.6810815591670222
89,8.98989898989899,1.1744280223407033,0.41171596419669076
90,9.09090909090909,1.2014568331927504,0.1210660664637033
91,9.191919191919192,1.198666049500862,-0.17607289261321668
92,9.292929292929292,1.1662049788044109,-0.4638093928232417
93,9.393939393939394,1.1057699844258577,-0.7278332963613049
94,9.494949494949495,1.0203266105546855,-0.9576134675968437
95,9.595959595959595,0.9136608400397557,-1.1475181266468786
96,9.696969696969697,0.7898798135912628,-1.296710274560334
97,9.797979797979798,0.6529746988894992,-1.4080928097477887
98,9.8989898989899,0.5065180414010295,-1.4867842257155948
99,10.0,0.353519250108212,-1.5385753608612625
